transaction_id,date,timestamp,store_location,category,unit_price,quantity,total_amount,customer_id,customer_segment,payment_method,discount_percentage,sales_representative,day_of_week,month,quarter,is_weekend,has_injected_anomaly
TXN_cee68d6c,2025-06-04,2025-06-04 18:40:17,Store_E,Food,40.17,4,160.68,CUST_0184,Budget,Credit Card,0.0,Rep_1,Wednesday,June,Q2,False,False
TXN_ce9e8deb,2025-02-05,2025-02-05 18:40:17,Store_B,Electronics,589.91,2,1179.82,CUST_0328,Budget,Debit Card,20.7,Rep_2,Wednesday,February,Q1,False,False
TXN_d8ae5eab,2024-08-21,2024-08-21 18:40:17,Store_B,Home,112.58,1,112.58,CUST_0284,Premium,Credit Card,0.0,Rep_2,Wednesday,August,Q3,False,False
TXN_6a80fdc4,2024-12-03,2024-12-03 18:40:17,Store_E,Clothing,151.86,2,303.72,CUST_0142,Premium,Cash,7.6,Rep_3,Tuesday,December,Q4,False,False
TXN_7c6156e2,2024-09-15,2024-09-15 18:40:17,Store_A,Electronics,5.4754640391275,3,16.43,CUST_0008,Premium,Credit Card,0.0,Rep_5,Sunday,September,Q3,True,True
TXN_a7be49cd,2024-11-30,2024-11-30 18:40:17,Store_B,Electronics,308.06,1,308.06,CUST_0027,Regular,Credit Card,0.0,Rep_1,Saturday,November,Q4,True,False
TXN_ea6a87e4,2024-07-20,2024-07-20 18:40:17,Store_D,Books,30.58,1,30.58,CUST_0263,Regular,Debit Card,0.0,Rep_2,Saturday,July,Q3,True,False
TXN_fe946281,2025-04-28,2025-04-28 18:40:17,Store_E,Electronics,678.05,1,678.05,CUST_0235,Regular,Debit Card,25.0,Rep_4,Monday,April,Q2,False,False
TXN_aa1b2f59,2025-01-22,2025-01-22 18:40:17,Store_D,Electronics,56.61783784058728,1,56.62,CUST_0228,Budget,Credit Card,17.2,Rep_1,Wednesday,January,Q1,False,True
TXN_d5e4949c,2024-08-21,2024-08-21 18:40:17,Store_E,Food,44.64,4,178.56,CUST_0300,Budget,Debit Card,0.0,Rep_5,Wednesday,August,Q3,False,False
TXN_cf28f3fb,2025-03-16,2025-03-16 18:40:17,Store_D,Food,27.32,3,81.96,CUST_0310,Budget,Debit Card,0.0,Rep_1,Sunday,March,Q1,True,False
TXN_b04be79b,2025-05-19,2025-05-19 18:40:17,Store_B,Home,149.05,1,149.05,CUST_0232,Regular,Cash,0.0,Rep_4,Monday,May,Q2,False,False
TXN_72e13dfc,2025-01-08,2025-01-08 18:40:17,Store_A,Books,59.22,3,177.66,CUST_0219,Regular,Credit Card,0.0,Rep_2,Wednesday,January,Q1,False,False
TXN_8230e40b,2025-06-04,2025-06-04 18:40:17,Store_A,Books,14.67,1,14.67,CUST_0044,Premium,Credit Card,19.8,Rep_2,Wednesday,June,Q2,False,False
TXN_20360a3a,2025-03-29,2025-03-29 18:40:17,Store_E,Electronics,529.62,1,529.62,CUST_0288,Budget,Credit Card,12.1,Rep_4,Saturday,March,Q1,True,False
TXN_8c1122e6,2024-07-14,2024-07-14 18:40:17,Store_E,Food,10.14,3,30.42,CUST_0181,Regular,Credit Card,0.0,Rep_2,Sunday,July,Q3,True,False
TXN_4681c0e2,2025-05-20,2025-05-20 18:40:17,Store_B,Books,54.83,2,109.66,CUST_0180,Premium,Cash,0.0,Rep_3,Tuesday,May,Q2,False,False
TXN_d876eac3,2025-04-07,2025-04-07 18:40:17,Store_D,Clothing,88.6,4,354.4,CUST_0319,Budget,Debit Card,0.0,Rep_1,Monday,April,Q2,False,False
TXN_83553930,2025-04-25,2025-04-25 18:40:17,Store_A,Food,33.76,5,168.8,CUST_0140,Premium,Cash,0.0,Rep_3,Friday,April,Q2,False,False
TXN_b9b26928,2024-12-14,2024-12-14 18:40:17,Store_B,Electronics,807.25,1,807.25,CUST_0290,Premium,Debit Card,19.8,Rep_1,Saturday,December,Q4,True,False
TXN_d01bcf98,2024-08-03,2024-08-03 18:40:17,Store_B,Home,66.27,1,66.27,CUST_0215,Regular,Debit Card,0.0,Rep_3,Saturday,August,Q3,True,False
TXN_a772df82,2024-12-01,2024-12-01 18:40:17,Store_E,Home,333.39,2,666.78,CUST_0027,Premium,Credit Card,0.0,Rep_1,Sunday,December,Q4,True,False
TXN_281344c9,2025-05-29,2025-05-29 18:40:17,Store_C,Electronics,706.38,1,706.38,CUST_0218,Regular,Debit Card,91.63837247992306,Rep_3,Thursday,May,Q2,False,True
TXN_54079d92,2024-10-06,2024-10-06 18:40:17,Store_A,Home,41.05,3,123.15,CUST_0221,Regular,Credit Card,0.0,Rep_5,Sunday,October,Q4,True,False
TXN_24115680,2025-02-22,2025-02-22 18:40:17,Store_C,Home,343.94,2,687.88,CUST_0113,Premium,Credit Card,0.0,Rep_1,Saturday,February,Q1,True,False
TXN_491fd853,2024-09-30,2024-09-30 18:40:17,Store_B,Food,21.18,5,105.9,CUST_0131,Premium,Credit Card,14.9,Rep_4,Monday,September,Q3,False,False
TXN_9e6c8854,2024-09-15,2024-09-15 18:40:17,Store_D,Clothing,188.59,1,188.59,CUST_0118,Budget,Debit Card,0.0,Rep_3,Sunday,September,Q3,True,False
TXN_4a937c67,2024-07-24,2024-07-24 18:40:17,Store_A,Books,75.41,2,150.82,CUST_0010,Regular,Debit Card,11.3,Rep_4,Wednesday,July,Q3,False,False
TXN_74e385b6,2025-04-07,2025-04-07 18:40:17,Store_D,Books,80.55,1,80.55,CUST_0059,Regular,Debit Card,0.0,Rep_2,Monday,April,Q2,False,False
TXN_c15d955f,2025-04-30,2025-04-30 18:40:17,Store_C,Books,20.61,3,61.83,CUST_0224,Premium,Cash,0.0,Rep_5,Wednesday,April,Q2,False,False
TXN_2372bb4b,2025-01-09,2025-01-09 18:40:17,Store_A,Home,439.83,2,879.66,CUST_0159,Regular,Cash,0.0,Rep_2,Thursday,January,Q1,False,False
TXN_30cb04b7,2024-07-27,2024-07-27 18:40:17,Store_A,Home,194.7,1,194.7,CUST_0262,Budget,Credit Card,0.0,Rep_3,Saturday,July,Q3,True,False
TXN_e516b10d,2025-05-14,2025-05-14 18:40:17,Store_B,Clothing,153.31,1,153.31,CUST_0075,Premium,Credit Card,0.0,Rep_2,Wednesday,May,Q2,False,False
TXN_b0d28ea1,2025-05-19,2025-05-19 18:40:17,Store_B,Electronics,1804.17,1,1804.17,CUST_0253,Budget,Debit Card,0.0,Rep_5,Monday,May,Q2,False,False
TXN_0929df5f,2025-02-02,2025-02-02 18:40:17,Store_E,Home,454.17,1,454.17,CUST_0322,Regular,Credit Card,-16.842390984406794,Rep_4,Sunday,February,Q1,True,True
TXN_35256a36,2025-01-30,2025-01-30 18:40:17,Store_C,Food,47.05,2,94.1,CUST_0029,Budget,Credit Card,14.2,Rep_1,Thursday,January,Q1,False,False
TXN_91c6c7a3,2024-07-17,2024-07-17 18:40:17,Store_C,Food,39.91,5,199.55,CUST_0331,Premium,Cash,0.0,Rep_5,Wednesday,July,Q3,False,False
TXN_370d3e77,2025-04-18,2025-04-18 18:40:17,Store_D,Home,131.76,1,131.76,CUST_0298,Regular,Debit Card,0.0,Rep_1,Friday,April,Q2,False,False
TXN_9d4eced7,2025-02-03,2025-02-03 18:40:17,Store_B,Home,289.25,2,578.5,CUST_0310,Regular,Debit Card,0.0,Rep_1,Monday,February,Q1,False,False
TXN_75cce4bb,2025-02-03,2025-02-03 18:40:17,Store_C,Electronics,1651.45,1,1651.45,CUST_0044,Budget,Debit Card,0.0,Rep_2,Monday,February,Q1,False,False
TXN_7e9b3351,2025-06-15,2025-06-15 18:40:17,Store_D,Books,85.41,1,85.41,CUST_0268,Budget,Debit Card,-14.047481486589328,Rep_3,Sunday,June,Q2,True,True
TXN_14b2650b,2025-01-02,2025-01-02 18:40:17,Store_C,Books,42.74,1,42.74,CUST_0307,Budget,Credit Card,0.0,Rep_3,Thursday,January,Q1,False,False
TXN_6c19c0eb,2024-07-21,2024-07-21 18:40:17,Store_A,Food,12.23,6,73.38,CUST_0198,Budget,Credit Card,0.0,Rep_5,Sunday,July,Q3,True,False
TXN_ff4dfbfb,2024-09-02,2024-09-02 18:40:17,Store_A,Food,0.42639028274084545,5,2.13,CUST_0073,Budget,Mobile Pay,0.0,Rep_4,Monday,September,Q3,False,True
TXN_c2f5ede4,2024-08-23,2024-08-23 18:40:17,Store_A,Home,297.25,2,594.5,CUST_0287,Regular,Credit Card,0.0,Rep_2,Friday,August,Q3,False,False
TXN_b4344a73,2025-05-27,2025-05-27 18:40:17,Store_A,Home,437.34,4,1749.36,CUST_0217,Budget,Debit Card,11.2,Rep_2,Tuesday,May,Q2,False,False
TXN_f571abc0,2024-12-09,2024-12-09 18:40:17,Store_B,Books,23.69,4,94.76,CUST_0071,Premium,Credit Card,0.0,Rep_1,Monday,December,Q4,False,False
TXN_13b89c43,2025-03-04,2025-03-04 18:40:17,Store_E,Home,230.91,1,230.91,CUST_0173,Premium,Cash,0.0,Rep_5,Tuesday,March,Q1,False,False
TXN_5e22c0cd,2024-12-27,2024-12-27 18:40:17,Store_B,Clothing,250.0,1,250.0,CUST_0320,Premium,Cash,0.0,Rep_4,Friday,December,Q4,False,False
TXN_2748e0ae,2024-07-10,2024-07-10 18:40:17,Store_C,Books,87.64,2,175.28,CUST_0122,Budget,Mobile Pay,0.0,Rep_4,Wednesday,July,Q3,False,False
TXN_40c4f447,2024-10-15,2024-10-15 18:40:17,Store_B,Home,36.83,2,73.66,CUST_0241,Regular,Mobile Pay,0.0,Rep_5,Tuesday,October,Q4,False,False
TXN_b3114fa9,2025-01-29,2025-01-29 18:40:17,Store_C,Books,36.68,3,110.04,CUST_0258,Regular,Debit Card,0.0,Rep_2,Wednesday,January,Q1,False,False
TXN_4302bfd2,2025-04-23,2025-04-23 18:40:17,Store_C,Clothing,79.19,2,158.38,CUST_0329,Premium,Debit Card,0.0,Rep_1,Wednesday,April,Q2,False,False
TXN_1c434f07,2025-06-17,2025-06-17 18:40:17,Store_A,Home,231.7,1,231.7,CUST_0043,Regular,Cash,0.0,Rep_5,Tuesday,June,Q2,False,False
TXN_75b5e361,2024-09-01,2024-09-01 18:40:17,Store_A,Books,21.76,3,65.28,CUST_0231,Premium,Cash,0.0,Rep_4,Sunday,September,Q3,True,False
TXN_74a1c54d,2024-07-15,2024-07-15 18:40:17,Store_E,Books,60.16,1,60.16,CUST_0121,Regular,Credit Card,9.5,Rep_3,Monday,July,Q3,False,False
TXN_5d931751,2024-08-07,2024-08-07 18:40:17,Store_B,Food,33.51,2,67.02,CUST_0020,Premium,Credit Card,0.0,Rep_2,Wednesday,August,Q3,False,False
TXN_04eb454c,2025-06-14,2025-06-14 18:40:17,Store_D,Books,44.39,1,44.39,CUST_0003,Budget,Mobile Pay,9.3,Rep_2,Saturday,June,Q2,True,False
TXN_c2b2ec27,2025-03-25,2025-03-25 18:40:17,Store_E,Home,498.47,2,996.94,CUST_0057,Regular,Cash,0.0,Rep_1,Tuesday,March,Q1,False,False
TXN_70d2ee79,2024-07-12,2024-07-12 18:40:17,Store_D,Clothing,153.74,2,307.48,CUST_0319,Budget,Debit Card,23.1,Rep_5,Friday,July,Q3,False,False
TXN_ac012b4e,2025-03-19,2025-03-19 18:40:17,Store_E,Electronics,421.84,1,421.84,CUST_0124,Budget,Cash,0.0,Rep_1,Wednesday,March,Q1,False,False
TXN_67636b47,2025-04-28,2025-04-28 18:40:17,Store_B,Food,24.13,2,20466.610950958166,CUST_0214,Budget,Credit Card,0.0,Rep_5,Monday,April,Q2,False,True
TXN_a82e3504,2024-12-19,2024-12-19 18:40:17,Store_E,Electronics,1125.25,1,1125.25,CUST_0260,Budget,Cash,0.0,Rep_1,Thursday,December,Q4,False,False
TXN_63cb2950,2025-01-03,2025-01-03 18:40:17,Store_A,Books,58.17,1,58.17,CUST_0199,Budget,Mobile Pay,0.0,Rep_1,Friday,January,Q1,False,False
TXN_3929cdda,2024-12-17,2024-12-17 18:40:17,Store_C,Electronics,515.0,2,1030.0,CUST_0322,Premium,Credit Card,0.0,Rep_3,Tuesday,December,Q4,False,False
TXN_15c92949,2024-08-25,2024-08-25 18:40:17,Store_C,Electronics,1305.8,1,1305.8,CUST_0174,Budget,Cash,0.0,Rep_4,Sunday,August,Q3,True,False
TXN_b3039cc1,2025-06-09,2025-06-09 18:40:17,Store_B,Books,19.83,2,39.66,CUST_0033,Premium,Cash,0.0,Rep_1,Monday,June,Q2,False,False
TXN_cb0426de,2024-11-15,2024-11-15 18:40:17,Store_A,Clothing,64.26,1,64.26,CUST_0022,Premium,Credit Card,0.0,Rep_4,Friday,November,Q4,False,False
TXN_f26a1300,2025-03-23,2025-03-23 18:40:17,Store_C,Books,14.89,1,14.89,CUST_0332,Premium,Credit Card,0.0,Rep_1,Sunday,March,Q1,True,False
TXN_9dade9b4,2025-05-19,2025-05-19 18:40:17,Store_C,Food,32.98,1,32.98,CUST_0189,Premium,Debit Card,0.0,Rep_4,Monday,May,Q2,False,False
TXN_d4ec7e55,2025-01-01,2025-01-01 18:40:17,Store_B,Food,12.92,5,64.6,CUST_0255,Regular,Credit Card,0.0,Rep_3,Wednesday,January,Q1,False,False
TXN_0efb693c,2024-07-30,2024-07-30 18:40:17,Store_A,Books,32.85,1,32.85,CUST_0309,Regular,Mobile Pay,0.0,Rep_3,Tuesday,July,Q3,False,False
TXN_fff3187f,2024-11-29,2024-11-29 18:40:17,Store_A,Electronics,247.43,1,247.43,CUST_0152,Regular,Credit Card,0.0,Rep_4,Friday,November,Q4,False,False
TXN_34aa990c,2024-09-11,2024-09-11 18:40:17,Store_C,Books,22.24,4,88.96,CUST_0022,Regular,Cash,0.0,Rep_5,Wednesday,September,Q3,False,False
TXN_602f5671,2025-01-26,2025-01-26 18:40:17,Store_A,Food,13.71,4,54.84,CUST_0327,Premium,Debit Card,0.0,Rep_2,Sunday,January,Q1,True,False
TXN_33084998,2024-07-03,2024-07-03 18:40:17,Store_E,Clothing,117.13,2,234.26,CUST_0225,Budget,Credit Card,20.6,Rep_3,Wednesday,July,Q3,False,False
TXN_2ef555bc,2024-12-20,2024-12-20 18:40:17,Store_E,Books,87.47,4,349.88,CUST_0310,Premium,Credit Card,0.0,Rep_3,Friday,December,Q4,False,False
TXN_8358c3d1,2024-12-25,2024-12-25 18:40:17,Store_A,Books,8.23,2,16.46,CUST_0071,Budget,Debit Card,0.0,Rep_3,Wednesday,December,Q4,False,False
TXN_386966b4,2024-10-23,2024-10-23 18:40:17,Store_A,Electronics,321.74,3,965.22,CUST_0096,Budget,Debit Card,0.0,Rep_5,Wednesday,October,Q4,False,False
TXN_f45b7024,2024-08-17,2024-08-17 18:40:17,Store_C,Food,14.34,1,14.34,CUST_0229,Budget,Credit Card,0.0,Rep_4,Saturday,August,Q3,True,False
TXN_351f2aad,2024-09-28,2024-09-28 18:40:17,Store_B,Electronics,1832.88,1,1832.88,CUST_0232,Premium,Credit Card,0.0,Rep_1,Saturday,September,Q3,True,False
TXN_1c3de6f0,2025-06-02,2025-06-02 18:40:17,Store_C,Food,29.25,4,117.0,CUST_0034,Budget,Debit Card,0.0,Rep_3,Monday,June,Q2,False,False
TXN_6e672918,2024-09-06,2024-09-06 18:40:17,Store_C,Clothing,17.03,2,34.06,CUST_0115,Budget,Credit Card,0.0,Rep_2,Friday,September,Q3,False,False
TXN_7d7ac531,2024-10-17,2024-10-17 18:40:17,Store_A,Books,61.75,2,123.5,CUST_0284,Regular,Debit Card,0.0,Rep_5,Thursday,October,Q4,False,False
TXN_0b8444a9,2024-08-23,2024-08-23 18:40:17,Store_A,Home,458.06,1,458.06,CUST_0159,Premium,Credit Card,0.0,Rep_4,Friday,August,Q3,False,False
TXN_e6281266,2025-03-14,2025-03-14 18:40:17,Store_D,Books,54.3,1,54.3,CUST_0038,Budget,Credit Card,0.0,Rep_1,Friday,March,Q1,False,False
TXN_df760f35,2025-02-03,2025-02-03 18:40:17,Store_E,Books,20.8,1,20.8,CUST_0066,Regular,Cash,0.0,Rep_5,Monday,February,Q1,False,False
TXN_46916251,2024-09-19,2024-09-19 18:40:17,Store_D,Clothing,126.58,1,126.58,CUST_0029,Budget,Cash,0.0,Rep_3,Thursday,September,Q3,False,False
TXN_3f54a17a,2024-09-10,2024-09-10 18:40:17,Store_C,Clothing,68.41,2,136.82,CUST_0116,Budget,Credit Card,0.0,Rep_3,Tuesday,September,Q3,False,False
TXN_7305cd6e,2024-07-28,2024-07-28 18:40:17,Store_B,Food,28.75,5,143.75,CUST_0283,Budget,Credit Card,0.0,Rep_5,Sunday,July,Q3,True,False
TXN_7d62b76a,2025-03-18,2025-03-18 18:40:17,Store_E,Electronics,561.41,1,561.41,CUST_0087,Budget,Debit Card,0.0,Rep_2,Tuesday,March,Q1,False,False
TXN_06c15dda,2025-05-21,2025-05-21 18:40:17,Store_E,Home,253.22,1,253.22,CUST_0289,Regular,Credit Card,0.0,Rep_1,Wednesday,May,Q2,False,False
TXN_de57cf23,2024-07-11,2024-07-11 18:40:17,Store_C,Home,387.75,1,387.75,CUST_0108,Budget,Cash,0.0,Rep_1,Thursday,July,Q3,False,False
TXN_8ce84584,2025-02-27,2025-02-27 18:40:17,Store_C,Home,46.82,3,140.46,CUST_0155,Budget,Debit Card,0.0,Rep_4,Thursday,February,Q1,False,False
TXN_4fc74ba6,2024-11-17,2024-11-17 18:40:17,Store_A,Books,35.9,2,71.8,CUST_0031,Budget,Credit Card,0.0,Rep_4,Sunday,November,Q4,True,False
TXN_3ad3992d,2024-09-30,2024-09-30 18:40:17,Store_E,Food,29.92,3,89.76,CUST_0161,Premium,Cash,0.0,Rep_3,Monday,September,Q3,False,False
TXN_3bf69252,2025-01-08,2025-01-08 18:40:17,Store_C,Clothing,190.79,1,48103.21979640869,CUST_0288,Budget,Credit Card,0.0,Rep_1,Wednesday,January,Q1,False,True
TXN_f6e7feee,2024-11-01,2024-11-01 18:40:17,Store_B,Books,71.99,5,359.95,CUST_0050,Premium,Credit Card,0.0,Rep_5,Friday,November,Q4,False,False
TXN_a4f8b22b,2025-01-18,2025-01-18 18:40:17,Store_B,Clothing,105.54,3,316.62,CUST_0296,Regular,Cash,0.0,Rep_2,Saturday,January,Q1,True,False
TXN_334b586b,2025-02-28,2025-02-28 18:40:17,Store_D,Home,355.73,1,355.73,CUST_0158,Regular,Debit Card,12.9,Rep_4,Friday,February,Q1,False,False
TXN_4da33e44,2024-10-19,2024-10-19 18:40:17,Store_E,Clothing,120.07,1,120.07,CUST_0025,Regular,Credit Card,0.0,Rep_4,Saturday,October,Q4,True,False
TXN_8a7ba355,2024-11-11,2024-11-11 18:40:17,Store_A,Home,407.83,6,2446.98,CUST_0221,Premium,Credit Card,0.0,Rep_3,Monday,November,Q4,False,False
TXN_c4cbceca,2025-01-10,2025-01-10 18:40:17,Store_A,Food,41.62,1,41.62,CUST_0027,Regular,Debit Card,0.0,Rep_5,Friday,January,Q1,False,False
TXN_e4c9c75e,2024-11-12,2024-11-12 18:40:17,Store_D,Electronics,560.39,1,560.39,CUST_0231,Budget,Cash,0.0,Rep_5,Tuesday,November,Q4,False,False
TXN_18664bf6,2025-06-01,2025-06-01 18:40:17,Store_A,Home,351.18,1,351.18,CUST_0050,Premium,Credit Card,0.0,Rep_3,Sunday,June,Q2,True,False
TXN_b97cb9da,2025-03-30,2025-03-30 18:40:17,Store_B,Food,4.2,4,16.8,CUST_0309,Premium,Debit Card,0.0,Rep_1,Sunday,March,Q1,True,False
TXN_f9cacc3a,2024-07-07,2024-07-07 18:40:17,Store_C,Clothing,178.91,2,357.82,CUST_0266,Regular,Debit Card,0.0,Rep_5,Sunday,July,Q3,True,False
TXN_ee278fef,2024-08-28,2024-08-28 18:40:17,Store_E,Food,43.63,1,43.63,CUST_0084,Regular,Credit Card,0.0,Rep_3,Wednesday,August,Q3,False,False
TXN_ed5b672b,2025-04-17,2025-04-17 18:40:17,Store_E,Food,43.86,7,307.02,CUST_0273,Budget,Debit Card,0.0,Rep_4,Thursday,April,Q2,False,False
TXN_b7851923,2024-06-26,2024-06-26 18:40:17,Store_C,Food,31.75,6,190.5,CUST_0057,Budget,Mobile Pay,0.0,Rep_1,Wednesday,June,Q2,False,False
TXN_dbe80b92,2025-04-19,2025-04-19 18:40:17,Store_C,Books,15.5,1,15.5,CUST_0297,Budget,Debit Card,0.0,Rep_5,Saturday,April,Q2,True,False
TXN_82b6cf9c,2025-02-18,2025-02-18 18:40:17,Store_E,Clothing,69.82,1,69.82,CUST_0318,Budget,Cash,0.0,Rep_2,Tuesday,February,Q1,False,False
TXN_183f5a1a,2024-07-04,2024-07-04 18:40:17,Store_A,Home,18.76,2,37.52,CUST_0010,Premium,Debit Card,0.0,Rep_4,Thursday,July,Q3,False,False
TXN_7e14350a,2025-06-06,2025-06-06 18:40:17,Store_D,Clothing,140.73,3,422.19,CUST_0314,Budget,Mobile Pay,0.0,Rep_1,Friday,June,Q2,False,False
TXN_12a9844d,2025-06-14,2025-06-14 18:40:17,Store_E,Clothing,92.25,4,369.0,CUST_0288,Premium,Credit Card,0.0,Rep_5,Saturday,June,Q2,True,False
TXN_078270ef,2024-12-27,2024-12-27 18:40:17,Store_B,Food,56.82,5,284.1,CUST_0273,Regular,Credit Card,0.0,Rep_3,Friday,December,Q4,False,False
TXN_5c071b3e,2025-04-26,2025-04-26 18:40:17,Store_B,Books,25.95,1,25.95,CUST_0143,Premium,Debit Card,0.0,Rep_3,Saturday,April,Q2,True,False
TXN_3346ac89,2024-11-12,2024-11-12 18:40:17,Store_D,Clothing,88.67,5,443.35,CUST_0246,Regular,Credit Card,0.0,Rep_3,Tuesday,November,Q4,False,False
TXN_81beaa81,2024-11-12,2024-11-12 18:40:17,Store_E,Electronics,1894.2,1,1894.2,CUST_0279,Budget,Credit Card,0.0,Rep_3,Tuesday,November,Q4,False,False
TXN_d59d7757,2024-08-31,2024-08-31 18:40:17,Store_A,Food,876.0347905308907,2,1752.07,CUST_0041,Regular,Credit Card,0.0,Rep_3,Saturday,August,Q3,True,True
TXN_676b2fde,2025-02-18,2025-02-18 18:40:17,Store_B,Clothing,124.69,1,124.69,CUST_0139,Budget,Mobile Pay,0.0,Rep_2,Tuesday,February,Q1,False,False
TXN_7a9c521d,2024-08-12,2024-08-12 18:40:17,Store_E,Home,439.96,1,439.96,CUST_0125,Premium,Credit Card,0.0,Rep_2,Monday,August,Q3,False,False
TXN_77ea1ee7,2025-05-10,2025-05-10 18:40:17,Store_A,Clothing,179.42,5,897.1,CUST_0212,Premium,Credit Card,0.0,Rep_2,Saturday,May,Q2,True,False
TXN_efbcfa85,2024-06-20,2024-06-20 18:40:17,Store_B,Home,210.14,1,210.14,CUST_0244,Regular,Debit Card,0.0,Rep_3,Thursday,June,Q2,False,False
TXN_c15b8a65,2024-11-29,2024-11-29 18:40:17,Store_A,Food,43.71,1,43.71,CUST_0294,Premium,Credit Card,0.0,Rep_1,Friday,November,Q4,False,False
TXN_88261bf0,2024-09-15,2024-09-15 18:40:17,Store_B,Books,69.91,1,69.91,CUST_0204,Premium,Cash,0.0,Rep_3,Sunday,September,Q3,True,False
TXN_ce7074d4,2024-07-07,2024-07-07 18:40:17,Store_C,Electronics,1709.85,1,1709.85,CUST_0309,Budget,Credit Card,0.0,Rep_3,Sunday,July,Q3,True,False
TXN_2f042cd3,2025-02-05,2025-02-05 18:40:17,Store_E,Home,300.28,2,600.56,CUST_0069,Regular,Cash,0.0,Rep_2,Wednesday,February,Q1,False,False
TXN_76673809,2024-08-14,2024-08-14 18:40:17,Store_B,Food,28.72,9,258.48,CUST_0235,Budget,Debit Card,0.0,Rep_1,Wednesday,August,Q3,False,False
TXN_b88df515,2024-12-07,2024-12-07 18:40:17,Store_E,Food,39.16,3,117.48,CUST_0099,Budget,Credit Card,0.0,Rep_4,Saturday,December,Q4,True,False
TXN_4d7f71d5,2025-01-22,2025-01-22 18:40:17,Store_C,Home,11725.402483359427,1,11725.4,CUST_0206,Premium,Debit Card,0.0,Rep_2,Wednesday,January,Q1,False,True
TXN_658520a6,2025-02-17,2025-02-17 18:40:17,Store_B,Food,17.42,5,87.1,CUST_0134,Premium,Credit Card,0.0,Rep_3,Monday,February,Q1,False,False
TXN_cdec1d28,2024-12-03,2024-12-03 18:40:17,Store_E,Food,18.43,6,110.58,CUST_0294,Budget,Credit Card,0.0,Rep_2,Tuesday,December,Q4,False,False
TXN_d03967d1,2024-07-19,2024-07-19 18:40:17,Store_D,Electronics,1534.0,2,3068.0,CUST_0082,Regular,Debit Card,0.0,Rep_3,Friday,July,Q3,False,False
TXN_3b778983,2025-06-06,2025-06-06 18:40:17,Store_C,Electronics,1283.61,1,1283.61,CUST_0315,Regular,Credit Card,0.0,Rep_4,Friday,June,Q2,False,False
TXN_1d44fc2a,2024-09-04,2024-09-04 18:40:17,Store_E,Books,94.04,1,94.04,CUST_0213,Regular,Cash,0.0,Rep_5,Wednesday,September,Q3,False,False
TXN_57db81ea,2025-05-24,2025-05-24 18:40:17,Store_B,Clothing,70.68,1,70.68,CUST_0306,Budget,Cash,13.9,Rep_3,Saturday,May,Q2,True,False
TXN_d799f695,2024-07-27,2024-07-27 18:40:17,Store_A,Home,295.26,1,295.26,CUST_0281,Premium,Mobile Pay,0.0,Rep_5,Saturday,July,Q3,True,False
TXN_0f173907,2024-09-02,2024-09-02 18:40:17,Store_C,Clothing,23.46,4,93.84,CUST_0227,Budget,Credit Card,0.0,Rep_5,Monday,September,Q3,False,False
TXN_0bc55995,2025-02-23,2025-02-23 18:40:17,Store_E,Electronics,1528.61,1,1528.61,CUST_0029,Regular,Debit Card,0.0,Rep_4,Sunday,February,Q1,True,False
TXN_1a5a32fc,2025-04-02,2025-04-02 18:40:17,Store_E,Electronics,93.14,1,93.14,CUST_0158,Regular,Cash,0.0,Rep_1,Wednesday,April,Q2,False,False
TXN_169b9454,2024-10-07,2024-10-07 18:40:17,Store_A,Home,387.5,2,775.0,CUST_0217,Premium,Credit Card,24.9,Rep_1,Monday,October,Q4,False,False
TXN_d202cbbe,2025-02-14,2025-02-14 18:40:17,Store_C,Electronics,1994.39,1,1994.39,CUST_0093,Regular,Cash,0.0,Rep_4,Friday,February,Q1,False,False
TXN_c1b46881,2024-12-26,2024-12-26 18:40:17,Store_D,Books,25.86,1,25.86,CUST_0193,Regular,Credit Card,0.0,Rep_5,Thursday,December,Q4,False,False
TXN_91ad9ffd,2024-08-25,2024-08-25 18:40:17,Store_A,Food,5.04,4,20.16,CUST_0276,Premium,Credit Card,24.6,Rep_1,Sunday,August,Q3,True,False
TXN_46ebbe44,2024-06-29,2024-06-29 18:40:17,Store_D,Food,22.18,4,88.72,CUST_0279,Budget,Debit Card,0.0,Rep_2,Saturday,June,Q2,True,False
TXN_a2c0695b,2024-10-22,2024-10-22 18:40:17,Store_C,Books,98.48,2,196.96,CUST_0142,Premium,Credit Card,0.0,Rep_1,Tuesday,October,Q4,False,False
TXN_89482169,2024-07-04,2024-07-04 18:40:17,Store_E,Books,25.24,1,25.24,CUST_0124,Premium,Credit Card,5.7,Rep_5,Thursday,July,Q3,False,False
TXN_bad19b3e,2025-05-28,2025-05-28 18:40:17,Store_B,Electronics,1320.75,2,2641.5,CUST_0023,Budget,Debit Card,0.0,Rep_2,Wednesday,May,Q2,False,False
TXN_9f437116,2024-07-16,2024-07-16 18:40:17,Store_E,Clothing,194.12,3,582.36,CUST_0120,Regular,Cash,0.0,Rep_3,Tuesday,July,Q3,False,False
TXN_7a9d7344,2025-04-09,2025-04-09 18:40:17,Store_C,Home,423.94,2,847.88,CUST_0300,Premium,Credit Card,18.2,Rep_2,Wednesday,April,Q2,False,False
TXN_805611d6,2025-01-15,2025-01-15 18:40:17,Store_C,Food,2.59,4,10.36,CUST_0301,Premium,Debit Card,0.0,Rep_2,Wednesday,January,Q1,False,False
